item_ID,Name,Category,wholesale_Cost,warehouse_Loc
9362,Focused motivating approach Can,Candy,4.28,Aisle 5 - Bin 3
4231,Reduced modular middleware Pack,Juice,3.33,Aisle 2 - Bin 6
5746,Triple-buffered fresh-thinking Box,Beverage,2.49,Aisle 2 - Bin 7
7698,Up-sized well-modulated protoc Box,Snack,4.41,Aisle 5 - Bin 3
733,Horizontal eco-centric instruc Bottle,Health Food,1.57,Aisle 1 - Bin 10
4957,Innovative human-resource fram Bar,Candy,4.71,Aisle 3 - Bin 5
7302,Enhanced local core Pack,Health Food,1.41,Aisle 5 - Bin 9
1813,De-engineered web-enabled core Bar,Chips,2.73,Aisle 1 - Bin 1
2100,Enterprise-wide non-volatile t Can,Soda,4.33,Aisle 3 - Bin 2
7450,Stand-alone composite instruct Can,Snack,3.13,Aisle 2 - Bin 1
2780,Right-sized multimedia task-fo Box,Candy,4.15,Aisle 5 - Bin 3
4072,Multi-channeled logistical tas Bar,Health Food,4.9,Aisle 2 - Bin 9
6621,Synchronized local task-force Can,Health Food,2.85,Aisle 3 - Bin 4
2744,Vision-oriented motivating met Bottle,Snack,3.12,Aisle 5 - Bin 6
5267,Managed asymmetric functionali Box,Snack,2.02,Aisle 4 - Bin 2
5756,Multi-channeled full-range Gra Pack,Soda,3.57,Aisle 3 - Bin 4
2195,Function-based systemic adapte Pack,Soda,2.53,Aisle 1 - Bin 10
6326,Horizontal bi-directional help Can,Cookies,4.68,Aisle 3 - Bin 5
8733,Vision-oriented content-based  Box,Soda,3.68,Aisle 5 - Bin 6
3427,Phased full-range throughput Pack,Energy Drinks,4.19,Aisle 4 - Bin 8
422,Team-oriented exuding access Can,Juice,0.63,Aisle 1 - Bin 9
6695,Open-source didactic policy Can,Beverage,2.82,Aisle 1 - Bin 9
861,Robust full-range flexibility Can,Beverage,1.41,Aisle 4 - Bin 2
7347,Mandatory mission-critical wor Pack,Health Food,2.9,Aisle 4 - Bin 2
3049,Total 5thgeneration knowledge  Box,Beverage,3.28,Aisle 3 - Bin 2
7634,Realigned multi-tasking throug Bottle,Snack,4.93,Aisle 4 - Bin 8
9242,Multi-layered national product Pack,Chips,4.75,Aisle 5 - Bin 3
9749,Managed actuating process impr Pack,Juice,0.99,Aisle 5 - Bin 9
3297,Ergonomic scalable Local Area  Box,Health Food,4.6,Aisle 5 - Bin 3
851,Centralized static neural-net Bar,Soda,4.0,Aisle 3 - Bin 4
8380,Persistent mission-critical ad Can,Soda,2.29,Aisle 2 - Bin 1
5718,Organic value-added concept Box,Energy Drinks,1.45,Aisle 1 - Bin 10
2294,Enterprise-wide regional extra Can,Health Food,2.39,Aisle 5 - Bin 9
521,Up-sized eco-centric website Bottle,Water,1.96,Aisle 4 - Bin 4
5430,Reduced background parallelism Bar,Juice,1.29,Aisle 5 - Bin 9
3878,Managed full-range alliance Bottle,Health Food,4.94,Aisle 2 - Bin 6
8282,Intuitive exuding challenge Bar,Energy Drinks,1.23,Aisle 2 - Bin 9
1229,Reduced even-keeled throughput Can,Cookies,2.22,Aisle 2 - Bin 2
4734,Profound analyzing open system Box,Health Food,4.65,Aisle 4 - Bin 8
1012,Configurable mission-critical  Bar,Soda,0.95,Aisle 5 - Bin 9
8483,Streamlined exuding hub Bottle,Soda,3.15,Aisle 4 - Bin 8
4638,Managed context-sensitive func Bottle,Soda,3.41,Aisle 2 - Bin 6
4318,Customer-focused systematic se Bar,Water,2.41,Aisle 3 - Bin 2
2705,Virtual background customer lo Bar,Water,4.18,Aisle 4 - Bin 4
9118,Object-based 5thgeneration pro Bar,Juice,2.06,Aisle 4 - Bin 2
7170,Polarized regional synergy Bar,Snack,4.62,Aisle 4 - Bin 7
7603,Implemented analyzing budgetar Bar,Water,4.95,Aisle 5 - Bin 6
9160,Optional intangible parallelis Bottle,Juice,0.68,Aisle 3 - Bin 4
5943,Cloned disintermediate databas Box,Beverage,1.91,Aisle 5 - Bin 3
9322,Optional solution-oriented alg Bottle,Water,1.33,Aisle 5 - Bin 3
3053,Cross-platform multi-tasking p Pack,Beverage,2.1,Aisle 4 - Bin 8
1636,Multi-channeled multimedia emu Bottle,Juice,4.36,Aisle 5 - Bin 9
3767,Public-key neutral knowledge u Bottle,Health Food,1.18,Aisle 4 - Bin 7
4741,Ameliorated stable Graphical U Bar,Candy,4.82,Aisle 3 - Bin 5
9218,Progressive foreground instruc Box,Beverage,3.16,Aisle 2 - Bin 1
5793,Focused methodical artificial  Pack,Snack,0.93,Aisle 3 - Bin 2
9481,Object-based analyzing product Pack,Soda,0.96,Aisle 3 - Bin 2
7681,Multi-lateral scalable success Pack,Health Food,0.6,Aisle 5 - Bin 3
1648,Centralized 3rdgeneration firm Bottle,Cookies,0.98,Aisle 1 - Bin 1
5149,Advanced impactful firmware Bar,Cookies,0.83,Aisle 4 - Bin 8
5161,Seamless modular model Box,Chips,4.03,Aisle 4 - Bin 8
2097,Exclusive multimedia challenge Bottle,Candy,1.93,Aisle 1 - Bin 10
783,Down-sized contextually-based  Can,Soda,1.53,Aisle 5 - Bin 6
5608,Fundamental responsive website Bottle,Cookies,3.83,Aisle 5 - Bin 9
7420,Team-oriented 6thgeneration pa Bottle,Chips,3.27,Aisle 1 - Bin 1
5898,Synchronized heuristic archive Can,Health Food,1.22,Aisle 2 - Bin 2
6414,Synergized actuating product Bar,Chips,1.15,Aisle 2 - Bin 9
7415,Centralized interactive model Box,Water,0.9,Aisle 5 - Bin 9
8637,Fully-configurable static abil Box,Water,1.88,Aisle 2 - Bin 2
3600,Optimized needs-based concept Bar,Beverage,4.79,Aisle 5 - Bin 3
2774,Virtual clear-thinking moderat Can,Soda,0.6,Aisle 2 - Bin 2
3779,Up-sized logistical encryption Box,Beverage,0.68,Aisle 2 - Bin 9
393,Vision-oriented coherent lever Can,Soda,2.18,Aisle 2 - Bin 6
524,Monitored systematic access Bottle,Energy Drinks,2.68,Aisle 5 - Bin 6
2860,Virtual methodical emulation Bar,Juice,4.88,Aisle 2 - Bin 9
1827,Fully-configurable foreground  Box,Energy Drinks,3.11,Aisle 5 - Bin 6
818,Balanced explicit emulation Bar,Snack,0.62,Aisle 4 - Bin 7
514,Down-sized heuristic leverage Bar,Water,2.17,Aisle 2 - Bin 2
7538,Secured maximized ability Bottle,Soda,4.18,Aisle 5 - Bin 9
507,Realigned didactic parallelism Pack,Energy Drinks,4.31,Aisle 1 - Bin 9
8156,Right-sized cohesive productiv Pack,Water,1.98,Aisle 4 - Bin 4
6263,Team-oriented fault-tolerant i Bar,Health Food,4.12,Aisle 2 - Bin 9
1292,Operative mission-critical mid Bottle,Snack,1.09,Aisle 3 - Bin 2
1644,Centralized even-keeled proces Box,Chips,1.28,Aisle 1 - Bin 1
1228,Balanced zero-defect hub Box,Energy Drinks,4.33,Aisle 2 - Bin 6
7801,User-friendly motivating data- Pack,Health Food,1.67,Aisle 4 - Bin 8
4314,Centralized well-modulated tim Pack,Candy,1.94,Aisle 5 - Bin 9
5765,Integrated 3rdgeneration Graph Box,Water,3.58,Aisle 2 - Bin 1
6135,Intuitive eco-centric task-for Bottle,Candy,3.11,Aisle 5 - Bin 9
694,Right-sized grid-enabled Graph Box,Snack,1.07,Aisle 5 - Bin 3
4141,Enterprise-wide static process Can,Juice,1.45,Aisle 5 - Bin 9
7758,Universal radical hierarchy Bottle,Soda,0.59,Aisle 5 - Bin 3
7375,Operative optimal synergy Can,Energy Drinks,1.26,Aisle 3 - Bin 5
6133,Front-line context-sensitive n Bottle,Juice,2.21,Aisle 1 - Bin 1
4127,Customizable 6thgeneration por Can,Beverage,4.19,Aisle 1 - Bin 1
1194,Quality-focused systematic bud Bottle,Juice,3.19,Aisle 5 - Bin 3
2054,Secured directional attitude Pack,Water,2.92,Aisle 2 - Bin 7
2109,Re-contextualized context-sens Bar,Water,1.18,Aisle 5 - Bin 9
7167,Realigned global help-desk Can,Juice,2.6,Aisle 4 - Bin 2
3814,Assimilated asymmetric approac Bottle,Chips,3.07,Aisle 5 - Bin 3
8030,Customizable 5thgeneration mat Bottle,Snack,1.67,Aisle 5 - Bin 9
9916,Decentralized high-level data- Bar,Snack,3.53,Aisle 2 - Bin 6
1085,Up-sized secondary hub Bottle,Cookies,2.21,Aisle 3 - Bin 2
3538,Intuitive object-oriented serv Bar,Chips,1.26,Aisle 4 - Bin 7
2042,Cloned zero tolerance projecti Can,Juice,0.6,Aisle 5 - Bin 9
2119,Optional mobile encoding Bottle,Juice,2.54,Aisle 5 - Bin 9
8708,Extended logistical applicatio Bottle,Snack,1.5,Aisle 5 - Bin 9
1887,Cloned systemic support Bottle,Candy,1.07,Aisle 5 - Bin 9
9433,Multi-channeled content-based  Bottle,Cookies,3.38,Aisle 2 - Bin 6
9010,Right-sized system-worthy circ Pack,Snack,2.65,Aisle 4 - Bin 7
3691,User-centric upward-trending f Bar,Cookies,3.79,Aisle 3 - Bin 4
3673,Optimized attitude-oriented Gr Bottle,Chips,3.86,Aisle 4 - Bin 8
553,Programmable disintermediate f Bar,Cookies,0.75,Aisle 4 - Bin 2
8186,Decentralized attitude-oriente Can,Health Food,2.24,Aisle 1 - Bin 9
6913,Operative holistic projection Box,Cookies,3.87,Aisle 4 - Bin 2
1925,Profit-focused incremental kno Box,Energy Drinks,3.98,Aisle 2 - Bin 1
5316,Extended contextually-based ex Bar,Chips,3.0,Aisle 2 - Bin 9
2973,Versatile neutral middleware Bottle,Health Food,0.53,Aisle 4 - Bin 8
485,Enhanced stable groupware Box,Health Food,2.87,Aisle 4 - Bin 2
1957,Implemented dedicated emulatio Can,Chips,2.88,Aisle 2 - Bin 6
8241,Cross-platform uniform infrast Bottle,Soda,2.23,Aisle 2 - Bin 1
6986,Programmable homogeneous funct Box,Water,2.85,Aisle 4 - Bin 8
2384,Managed optimal array Bottle,Cookies,1.55,Aisle 1 - Bin 10
5491,Future-proofed logistical Grap Pack,Cookies,4.75,Aisle 4 - Bin 2
873,Digitized explicit encoding Can,Juice,2.4,Aisle 5 - Bin 9
999,Innovative executive website Box,Snack,0.71,Aisle 2 - Bin 6
7051,Re-engineered hybrid toolset Bar,Energy Drinks,4.11,Aisle 2 - Bin 7
99,Fundamental empowering product Bar,Candy,4.06,Aisle 2 - Bin 7
9976,Secured well-modulated conglom Bar,Beverage,0.9,Aisle 1 - Bin 9
1432,Persevering asynchronous Graph Box,Water,3.83,Aisle 3 - Bin 5
1329,Balanced zero tolerance encodi Bar,Candy,2.26,Aisle 1 - Bin 10
4672,Implemented tertiary moderator Box,Candy,2.02,Aisle 4 - Bin 7
1359,Networked disintermediate tool Pack,Candy,2.82,Aisle 3 - Bin 5
4050,Triple-buffered regional custo Pack,Health Food,2.72,Aisle 5 - Bin 9
275,Right-sized explicit access Can,Soda,0.78,Aisle 1 - Bin 1
9718,Quality-focused multimedia gro Pack,Chips,2.8,Aisle 1 - Bin 9
3917,Centralized tangible concept Bar,Water,2.4,Aisle 5 - Bin 6
2490,Multi-lateral upward-trending  Can,Snack,3.54,Aisle 1 - Bin 9
9583,Innovative 6thgeneration firmw Bottle,Beverage,2.42,Aisle 5 - Bin 6
9806,Future-proofed mobile utilizat Box,Soda,2.2,Aisle 5 - Bin 3
249,Operative transitional functio Bar,Beverage,0.94,Aisle 5 - Bin 9
212,Multi-layered optimizing firmw Pack,Chips,4.41,Aisle 1 - Bin 10
9912,Cloned actuating paradigm Bottle,Cookies,4.81,Aisle 5 - Bin 9
7706,Polarized encompassing time-fr Pack,Soda,4.81,Aisle 1 - Bin 1
1249,Diverse scalable conglomeratio Box,Snack,0.83,Aisle 2 - Bin 6
469,Self-enabling mobile complexit Pack,Energy Drinks,2.47,Aisle 5 - Bin 6
176,Reactive optimizing software Bottle,Health Food,0.99,Aisle 1 - Bin 9
171,Decentralized needs-based mora Bottle,Water,2.03,Aisle 2 - Bin 7
9473,Enterprise-wide needs-based co Bar,Candy,1.77,Aisle 5 - Bin 6
2929,De-engineered zero-defect comp Pack,Chips,2.32,Aisle 3 - Bin 4
610,Front-line next generation str Pack,Beverage,4.19,Aisle 5 - Bin 9
1125,Re-contextualized logistical m Can,Cookies,3.51,Aisle 3 - Bin 2
8821,Upgradable heuristic emulation Bar,Energy Drinks,4.05,Aisle 5 - Bin 3
2856,Re-engineered demand-driven su Can,Juice,4.18,Aisle 3 - Bin 4
1762,Up-sized non-volatile project Bottle,Candy,2.39,Aisle 2 - Bin 6
5750,Ergonomic heuristic success Bottle,Water,4.55,Aisle 4 - Bin 8
4675,Total upward-trending parallel Box,Beverage,4.83,Aisle 5 - Bin 3
1055,Profit-focused optimal Interne Can,Soda,4.52,Aisle 3 - Bin 4
2174,Function-based interactive str Pack,Beverage,1.47,Aisle 2 - Bin 7
701,Enhanced methodical firmware Pack,Health Food,3.46,Aisle 2 - Bin 2
1962,Advanced multimedia capability Can,Beverage,3.2,Aisle 4 - Bin 4
4547,Synchronized empowering soluti Bar,Water,2.66,Aisle 3 - Bin 4
3931,Down-sized client-driven core Bottle,Soda,4.3,Aisle 2 - Bin 7
3702,Seamless logistical software Pack,Chips,4.81,Aisle 4 - Bin 2
3142,Expanded executive approach Can,Soda,2.36,Aisle 2 - Bin 9
5375,User-friendly mobile architect Pack,Energy Drinks,3.21,Aisle 4 - Bin 4
5905,Seamless content-based morator Box,Soda,3.81,Aisle 3 - Bin 5
3463,Intuitive web-enabled monitori Bar,Energy Drinks,2.72,Aisle 5 - Bin 9
7381,Ameliorated even-keeled strate Bar,Juice,3.89,Aisle 2 - Bin 2
1368,Integrated zero administration Box,Candy,1.6,Aisle 2 - Bin 7
902,Realigned object-oriented impl Bar,Chips,2.12,Aisle 5 - Bin 3
460,Ergonomic eco-centric open sys Bar,Energy Drinks,0.53,Aisle 2 - Bin 6
9546,Ameliorated cohesive moratoriu Bar,Snack,3.28,Aisle 1 - Bin 9
6053,Innovative multi-state databas Bottle,Chips,4.46,Aisle 4 - Bin 8
8444,Expanded intermediate model Bottle,Chips,0.93,Aisle 4 - Bin 8
795,Customer-focused zero toleranc Pack,Cookies,3.86,Aisle 5 - Bin 9
1290,Focused interactive emulation Can,Soda,2.2,Aisle 2 - Bin 1
1581,Horizontal secondary time-fram Bar,Snack,2.28,Aisle 1 - Bin 9
6971,Sharable impactful workforce Can,Water,2.84,Aisle 5 - Bin 3
4812,Down-sized well-modulated fore Pack,Soda,1.28,Aisle 3 - Bin 2
7657,Assimilated national frame Pack,Beverage,4.13,Aisle 1 - Bin 1
291,Reduced encompassing adapter Bottle,Cookies,1.67,Aisle 4 - Bin 8
7981,Profit-focused high-level Grap Can,Health Food,0.99,Aisle 5 - Bin 9
5443,Fundamental radical focus grou Can,Beverage,2.82,Aisle 3 - Bin 5
9307,Cross-platform secondary proje Bar,Water,2.93,Aisle 4 - Bin 7
5568,Devolved dynamic function Can,Health Food,2.6,Aisle 2 - Bin 9
2903,User-centric optimizing neural Bottle,Energy Drinks,4.28,Aisle 2 - Bin 9
64,Public-key cohesive algorithm Can,Juice,0.6,Aisle 2 - Bin 6
6750,User-friendly homogeneous task Pack,Beverage,2.79,Aisle 1 - Bin 1
4258,Digitized intermediate install Can,Soda,4.89,Aisle 5 - Bin 9
8639,Integrated transitional artifi Bottle,Health Food,2.0,Aisle 2 - Bin 6
4464,User-friendly composite knowle Box,Candy,2.23,Aisle 1 - Bin 9
5225,Intuitive object-oriented arch Pack,Energy Drinks,2.33,Aisle 2 - Bin 9
1956,De-engineered secondary benchm Bottle,Beverage,3.31,Aisle 4 - Bin 2
5484,Multi-channeled solution-orien Bottle,Health Food,4.68,Aisle 4 - Bin 7
3924,Synchronized next generation a Box,Water,4.11,Aisle 1 - Bin 1
5068,Enhanced transitional pricing  Box,Health Food,4.55,Aisle 5 - Bin 9
476,Intuitive zero administration  Bottle,Water,3.14,Aisle 4 - Bin 2
6799,User-friendly encompassing lev Can,Snack,4.69,Aisle 4 - Bin 7
9896,Integrated discrete Graphic In Pack,Chips,0.95,Aisle 1 - Bin 1
5946,Self-enabling composite circui Bar,Soda,1.3,Aisle 5 - Bin 6
6690,Versatile attitude-oriented mo Box,Chips,1.88,Aisle 2 - Bin 6
6589,Focused zero-defect Local Area Pack,Candy,3.67,Aisle 1 - Bin 1
9171,Cross-platform stable ability Pack,Juice,1.08,Aisle 3 - Bin 2
2359,Phased motivating budgetary ma Box,Cookies,3.36,Aisle 3 - Bin 2
708,Robust foreground capacity Can,Health Food,2.95,Aisle 5 - Bin 9
3926,Enhanced incremental applicati Bottle,Cookies,2.32,Aisle 3 - Bin 2
3675,Customizable high-level implem Pack,Snack,4.76,Aisle 5 - Bin 6
3323,Synergized maximized productiv Pack,Chips,2.65,Aisle 4 - Bin 2
4197,De-engineered multi-state supp Bar,Cookies,3.97,Aisle 5 - Bin 9
3150,Integrated mission-critical fr Bar,Beverage,4.04,Aisle 4 - Bin 7
3196,Reduced non-volatile portal Bar,Health Food,1.62,Aisle 3 - Bin 4
3876,Extended attitude-oriented emu Bar,Water,4.4,Aisle 4 - Bin 7
1363,Innovative non-volatile soluti Bottle,Energy Drinks,4.51,Aisle 2 - Bin 2
9483,Multi-channeled full-range pol Bar,Water,3.87,Aisle 5 - Bin 9
6354,Face-to-face fresh-thinking ar Bottle,Energy Drinks,2.21,Aisle 2 - Bin 2
8614,Stand-alone motivating secured Bar,Soda,4.27,Aisle 2 - Bin 1
1605,Vision-oriented content-based  Can,Juice,2.9,Aisle 4 - Bin 8
4405,Quality-focused stable applica Bar,Snack,0.78,Aisle 1 - Bin 9
4483,Vision-oriented foreground abi Box,Candy,4.25,Aisle 4 - Bin 7
5603,Business-focused clear-thinkin Bar,Beverage,1.34,Aisle 1 - Bin 9
3528,Expanded demand-driven morator Pack,Health Food,1.04,Aisle 4 - Bin 4
5846,Decentralized client-server gr Pack,Cookies,1.99,Aisle 3 - Bin 5
188,Expanded national capability Bottle,Soda,2.69,Aisle 4 - Bin 4
887,Configurable multi-tasking sup Can,Health Food,3.73,Aisle 4 - Bin 7
1932,Upgradable real-time help-desk Bottle,Candy,1.11,Aisle 1 - Bin 10
4762,Digitized grid-enabled extrane Bottle,Beverage,1.64,Aisle 2 - Bin 6
5175,Team-oriented maximized help-d Bottle,Chips,2.86,Aisle 3 - Bin 5
6401,Re-contextualized real-time me Can,Energy Drinks,1.17,Aisle 1 - Bin 9
7012,Quality-focused foreground imp Box,Water,2.89,Aisle 2 - Bin 1
6425,Right-sized solution-oriented  Can,Candy,0.89,Aisle 1 - Bin 10
5048,Digitized bi-directional algor Bar,Water,4.88,Aisle 2 - Bin 7
2625,Secured intangible policy Bar,Beverage,1.4,Aisle 1 - Bin 1
741,Realigned object-oriented inst Bottle,Beverage,0.96,Aisle 4 - Bin 4
9377,Right-sized background applica Bottle,Chips,3.65,Aisle 2 - Bin 1
7939,Reactive full-range product Box,Snack,4.73,Aisle 5 - Bin 3
4956,Reduced dedicated customer loy Bottle,Chips,0.96,Aisle 5 - Bin 3
1973,Decentralized composite capaci Pack,Juice,4.1,Aisle 5 - Bin 9
2213,Synergized fresh-thinking serv Bar,Energy Drinks,2.78,Aisle 2 - Bin 6
9262,Optional optimal functionaliti Bottle,Soda,2.11,Aisle 5 - Bin 6
8151,Customer-focused incremental s Can,Cookies,1.8,Aisle 1 - Bin 9
622,Ameliorated 4thgeneration comp Can,Energy Drinks,4.9,Aisle 2 - Bin 1
7199,Progressive uniform artificial Bottle,Water,0.77,Aisle 3 - Bin 2
8417,Upgradable scalable approach Pack,Soda,2.69,Aisle 1 - Bin 9
8899,Persistent exuding product Box,Energy Drinks,4.78,Aisle 1 - Bin 9
4768,Distributed 4thgeneration moni Bottle,Soda,1.8,Aisle 2 - Bin 1
2466,Exclusive 3rdgeneration morato Can,Snack,0.8,Aisle 1 - Bin 10
7137,Progressive modular benchmark Bottle,Snack,3.37,Aisle 4 - Bin 7
8298,Pre-emptive interactive websit Can,Beverage,2.31,Aisle 2 - Bin 2
9541,Digitized motivating encryptio Bottle,Health Food,2.83,Aisle 5 - Bin 9
3506,Digitized content-based data-w Bottle,Candy,0.7,Aisle 1 - Bin 10
2267,Diverse bottom-line migration Pack,Water,2.25,Aisle 3 - Bin 4
2064,Re-engineered scalable custome Can,Snack,2.47,Aisle 1 - Bin 9
6256,Down-sized mobile info-mediari Bottle,Water,4.48,Aisle 5 - Bin 9
5823,Synergistic modular middleware Pack,Soda,4.75,Aisle 1 - Bin 9
6927,Optimized solution-oriented im Box,Soda,3.33,Aisle 2 - Bin 2
2542,Open-source well-modulated arc Bar,Beverage,1.82,Aisle 4 - Bin 4
9257,Synergistic national toolset Pack,Chips,0.75,Aisle 2 - Bin 1
213,Synergized regional middleware Bottle,Cookies,3.54,Aisle 5 - Bin 3
9936,Decentralized 5thgeneration or Box,Cookies,2.82,Aisle 1 - Bin 10
3678,Horizontal national policy Pack,Water,0.85,Aisle 4 - Bin 2
1327,Balanced contextually-based su Can,Chips,3.64,Aisle 2 - Bin 6
5020,Operative multi-state throughp Bottle,Candy,0.56,Aisle 2 - Bin 2
5711,Open-architected analyzing uti Bottle,Cookies,4.12,Aisle 3 - Bin 2
3568,Fully-configurable bi-directio Pack,Juice,1.87,Aisle 2 - Bin 7
2117,Re-contextualized background t Bottle,Juice,0.64,Aisle 2 - Bin 9
8597,Reverse-engineered motivating  Can,Candy,2.44,Aisle 2 - Bin 9
3654,Customizable holistic middlewa Can,Health Food,0.86,Aisle 5 - Bin 3
6811,Configurable neutral workforce Bottle,Snack,0.92,Aisle 2 - Bin 7
4834,Quality-focused systemic matri Bottle,Snack,4.65,Aisle 5 - Bin 9
9524,Function-based grid-enabled co Pack,Energy Drinks,4.03,Aisle 2 - Bin 1
5349,Diverse maximized info-mediari Box,Cookies,2.52,Aisle 2 - Bin 9
1541,Programmable motivating defini Bar,Juice,3.25,Aisle 4 - Bin 7
279,Ameliorated 24/7 neural-net Pack,Chips,3.96,Aisle 3 - Bin 2
5119,Digitized explicit parallelism Pack,Juice,4.33,Aisle 3 - Bin 5
2969,Cloned zero tolerance strategy Bottle,Water,4.75,Aisle 5 - Bin 9
8373,Persistent national Graphic In Bottle,Water,3.59,Aisle 4 - Bin 8
5348,Expanded mobile encoding Bar,Cookies,0.89,Aisle 4 - Bin 4
2163,Front-line interactive monitor Bar,Water,3.43,Aisle 5 - Bin 3
1017,Multi-tiered 3rdgeneration ana Bottle,Cookies,3.14,Aisle 4 - Bin 8
5839,Synergistic background hardwar Pack,Beverage,3.7,Aisle 5 - Bin 9
9023,Enterprise-wide intermediate g Can,Candy,3.42,Aisle 2 - Bin 1
6765,Re-engineered dedicated orches Bottle,Chips,1.99,Aisle 4 - Bin 7
6361,Triple-buffered value-added pr Bar,Beverage,3.7,Aisle 5 - Bin 3
3491,Exclusive actuating core Can,Candy,1.95,Aisle 2 - Bin 7
2489,Virtual leadingedge workforce Bar,Energy Drinks,2.6,Aisle 5 - Bin 9
7515,Digitized zero tolerance open  Box,Water,1.53,Aisle 2 - Bin 2
1477,User-friendly system-worthy Lo Can,Soda,0.52,Aisle 1 - Bin 9
2196,Open-architected directional f Box,Energy Drinks,4.73,Aisle 3 - Bin 4
8257,Vision-oriented grid-enabled e Bar,Water,4.81,Aisle 4 - Bin 2
6867,Visionary maximized circuit Bottle,Soda,2.8,Aisle 2 - Bin 9
1102,Triple-buffered hybrid allianc Bar,Soda,3.69,Aisle 2 - Bin 7
2463,Seamless dynamic projection Bottle,Beverage,4.87,Aisle 5 - Bin 9
7101,Grass-roots incremental migrat Pack,Candy,1.73,Aisle 3 - Bin 2
9629,Upgradable multimedia open sys Box,Juice,3.34,Aisle 1 - Bin 10
3266,Robust impactful system engine Bottle,Juice,4.88,Aisle 3 - Bin 2
4025,Realigned homogeneous adapter Box,Energy Drinks,2.06,Aisle 4 - Bin 4
9491,Vision-oriented system-worthy  Bar,Chips,2.84,Aisle 3 - Bin 4
4688,Versatile static Graphic Inter Pack,Soda,3.01,Aisle 2 - Bin 6
7794,Face-to-face 3rdgeneration arr Pack,Cookies,3.96,Aisle 3 - Bin 2
1879,Compatible responsive continge Can,Chips,2.5,Aisle 5 - Bin 3
1380,Stand-alone 5thgeneration para Bar,Snack,4.26,Aisle 5 - Bin 3
9486,Integrated exuding installatio Bottle,Health Food,1.96,Aisle 5 - Bin 9
6783,Implemented secondary Graphic  Bottle,Energy Drinks,2.72,Aisle 3 - Bin 4
4537,Multi-layered bifurcated algor Bottle,Beverage,2.59,Aisle 3 - Bin 5
5155,Mandatory real-time concept Bottle,Chips,1.01,Aisle 2 - Bin 2
980,Organic radical throughput Can,Water,4.48,Aisle 4 - Bin 8
1063,Vision-oriented interactive se Bottle,Beverage,2.89,Aisle 4 - Bin 8
1008,Up-sized modular open system Can,Beverage,2.99,Aisle 3 - Bin 2
9666,Persistent directional allianc Bar,Soda,4.94,Aisle 3 - Bin 4
3859,Proactive intangible utilizati Box,Chips,0.79,Aisle 1 - Bin 9
5620,Compatible scalable concept Bottle,Cookies,3.57,Aisle 1 - Bin 1
6120,Progressive maximized concept Bar,Health Food,1.04,Aisle 5 - Bin 9
1113,Down-sized object-oriented kno Box,Cookies,4.12,Aisle 5 - Bin 9
7143,Cloned next generation product Bottle,Beverage,3.83,Aisle 5 - Bin 6
1806,Multi-tiered 24hour help-desk Can,Soda,2.35,Aisle 5 - Bin 3
5955,Enterprise-wide 24/7 challenge Can,Soda,2.61,Aisle 2 - Bin 7
3517,Reverse-engineered cohesive po Bar,Health Food,1.44,Aisle 3 - Bin 4
1513,Proactive static leverage Pack,Juice,4.77,Aisle 5 - Bin 9
6411,Fundamental multi-state protoc Can,Soda,0.96,Aisle 2 - Bin 6
8693,Compatible bottom-line archite Pack,Energy Drinks,4.18,Aisle 2 - Bin 9
4213,Future-proofed 4thgeneration t Pack,Snack,0.98,Aisle 2 - Bin 2
691,Customer-focused tertiary soft Pack,Energy Drinks,2.04,Aisle 3 - Bin 5
2768,Mandatory global challenge Bar,Candy,1.06,Aisle 5 - Bin 3
5490,Distributed maximized software Bar,Chips,2.04,Aisle 3 - Bin 2
6677,Switchable foreground neural-n Bottle,Water,1.82,Aisle 2 - Bin 2
7353,Digitized 24hour frame Pack,Water,2.01,Aisle 2 - Bin 6
3869,Distributed intangible impleme Box,Juice,3.32,Aisle 3 - Bin 2
1145,Cross-platform demand-driven c Box,Beverage,3.25,Aisle 5 - Bin 6
5655,Distributed human-resource ins Bottle,Soda,0.68,Aisle 3 - Bin 5
370,Re-contextualized local firmwa Can,Snack,0.9,Aisle 4 - Bin 7
1773,Self-enabling intangible group Box,Soda,2.16,Aisle 1 - Bin 1
2258,Compatible user-facing hardwar Bar,Chips,2.01,Aisle 3 - Bin 5
3214,Polarized mobile matrix Bottle,Juice,3.86,Aisle 4 - Bin 4
4569,Programmable needs-based neura Box,Candy,2.63,Aisle 5 - Bin 3
6212,Integrated demand-driven paral Box,Snack,1.82,Aisle 1 - Bin 1
1768,Programmable full-range struct Pack,Health Food,2.71,Aisle 5 - Bin 9
4773,De-engineered object-oriented  Bar,Health Food,1.48,Aisle 2 - Bin 1
726,Multi-channeled grid-enabled a Can,Beverage,2.13,Aisle 1 - Bin 1
6071,Focused zero administration fo Pack,Water,3.67,Aisle 1 - Bin 10
2098,Upgradable zero administration Pack,Energy Drinks,4.13,Aisle 2 - Bin 7
7769,Down-sized scalable parallelis Can,Snack,3.56,Aisle 2 - Bin 6
860,Robust demand-driven process i Box,Beverage,1.32,Aisle 2 - Bin 7
6821,Multi-tiered scalable emulatio Bottle,Chips,0.64,Aisle 3 - Bin 2
8223,Cloned regional complexity Can,Health Food,3.27,Aisle 2 - Bin 7
8504,Configurable actuating paradig Pack,Energy Drinks,0.83,Aisle 2 - Bin 1
9544,Synergized didactic firmware Box,Health Food,1.54,Aisle 5 - Bin 9
