machine_ID,Status,purchase_Date
VM4183,decommissioned,2022-09-28
VM1389,functional,2020-08-04
VM7701,repair,2025-10-09
VM2494,repair,2023-10-02
VM4547,repair,2023-07-09
VM4488,repair,2021-12-21
VM3787,decommissioned,2022-12-21
VM7694,functional,2023-05-25
VM7225,decommissioned,2020-05-16
VM1163,repair,2023-12-04
VM3113,decommissioned,2021-04-29
VM1080,functional,2021-10-29
VM7912,decommissioned,2021-02-11
VM3253,repair,2021-10-30
VM9410,functional,2025-09-22
VM8290,repair,2023-12-30
VM1940,decommissioned,2025-04-01
VM8962,functional,2025-03-09
VM6981,functional,2024-03-21
VM8847,repair,2021-01-31
VM9521,functional,2024-02-26
VM5547,repair,2024-06-25
VM5130,repair,2022-02-28
VM4687,repair,2020-07-24
VM5676,decommissioned,2025-03-07
VM1306,decommissioned,2023-07-13
VM7402,functional,2023-05-24
VM4429,functional,2025-04-10
VM9121,repair,2024-10-18
VM3697,decommissioned,2023-02-05
VM8796,functional,2021-11-02
VM6677,functional,2022-06-08
VM7612,decommissioned,2024-12-16
VM7093,functional,2025-03-27
VM7816,decommissioned,2020-03-28
VM3035,functional,2021-08-16
VM3008,decommissioned,2020-12-09
VM7596,decommissioned,2021-10-27
VM1873,decommissioned,2022-06-04
VM6389,functional,2020-09-26
VM1043,functional,2025-07-14
VM5326,decommissioned,2023-01-15
VM2002,repair,2023-06-22
VM7924,repair,2024-03-03
VM4635,functional,2024-05-27
VM6474,functional,2023-05-19
VM7025,decommissioned,2024-05-04
VM7961,decommissioned,2024-04-02
VM7944,decommissioned,2024-10-03
VM5710,decommissioned,2021-04-26
VM3972,functional,2020-09-21
VM9221,repair,2024-01-15
VM8956,repair,2024-02-28
VM9175,repair,2024-02-21
VM9513,decommissioned,2020-05-23
VM4570,repair,2023-05-13
VM9979,functional,2021-11-18
VM5902,decommissioned,2021-04-15
VM2813,repair,2025-06-27
VM7059,functional,2024-01-01
VM3358,functional,2024-12-04
VM7916,repair,2020-10-28
VM4656,repair,2021-05-28
VM5906,repair,2023-11-17
VM6048,repair,2023-07-06
VM6011,decommissioned,2024-11-17
VM5674,functional,2020-07-18
VM4178,repair,2022-04-17
VM8234,decommissioned,2021-11-12
VM2881,repair,2020-02-19
VM6874,repair,2023-09-18
VM7685,functional,2025-11-18
VM3707,decommissioned,2023-02-11
VM3657,repair,2024-10-22
VM6755,repair,2021-06-07
VM5672,functional,2024-04-15
VM5491,repair,2023-04-02
VM9496,repair,2021-11-03
VM8713,functional,2025-09-22
VM4698,repair,2023-04-26
VM9709,functional,2023-05-21
VM8052,functional,2021-05-24
VM8407,repair,2020-05-24
VM9318,functional,2025-01-14
VM4872,decommissioned,2022-05-06
VM5869,repair,2022-03-06
VM9141,decommissioned,2020-01-13
VM7835,repair,2021-05-28
VM4379,functional,2024-07-09
VM4531,decommissioned,2024-04-18
VM9698,decommissioned,2022-05-23
VM9935,repair,2025-04-04
VM8545,functional,2022-11-18
VM5774,decommissioned,2021-03-09
VM4806,repair,2021-02-16
VM1769,decommissioned,2021-04-01
VM7130,functional,2020-01-18
VM4797,decommissioned,2021-12-10
VM8324,decommissioned,2022-05-04
VM1056,decommissioned,2020-05-23
VM2027,decommissioned,2021-11-27
VM8436,decommissioned,2022-09-08
VM3314,functional,2023-09-12
VM1785,decommissioned,2024-08-29
VM6897,decommissioned,2025-10-29
VM7317,functional,2021-05-29
VM4435,decommissioned,2025-08-19
VM4536,decommissioned,2024-04-20
VM9311,functional,2025-06-20
VM1968,functional,2023-05-13
VM8031,repair,2025-07-10
VM6877,functional,2021-09-03
VM1615,decommissioned,2024-08-17
VM5245,repair,2022-08-17
VM5861,decommissioned,2023-02-16
VM3258,repair,2025-05-27
VM9958,repair,2023-04-04
VM7316,decommissioned,2023-11-15
VM2351,repair,2021-07-30
VM9646,functional,2020-04-09
VM6187,functional,2020-02-17
VM7705,functional,2021-02-28
VM3829,repair,2022-01-14
VM9998,functional,2021-01-14
VM7122,repair,2024-11-09
VM6455,functional,2020-02-16
VM3284,decommissioned,2020-03-28
VM3553,repair,2024-08-07
VM2715,repair,2025-05-02
VM4558,repair,2023-08-24
VM1860,decommissioned,2023-12-26
VM1292,decommissioned,2022-08-23
VM8075,functional,2021-09-23
VM2972,functional,2020-12-28
VM9916,repair,2021-11-14
VM5093,functional,2022-09-23
VM1473,functional,2021-02-18
VM1464,repair,2023-06-05
VM8039,functional,2022-01-04
VM4714,repair,2020-05-21
VM8559,functional,2023-08-13
VM4022,functional,2022-07-17
VM7030,functional,2020-03-09
VM9595,decommissioned,2022-02-21
VM5142,decommissioned,2024-11-21
VM6438,functional,2025-11-16
VM2272,repair,2021-11-08
VM4737,decommissioned,2021-06-17
VM7170,decommissioned,2020-01-01
VM8589,functional,2023-09-04
VM2086,decommissioned,2025-11-02
VM3510,functional,2022-05-09
VM5307,functional,2024-11-08
VM6090,functional,2022-04-26
VM6359,repair,2025-06-27
VM9670,decommissioned,2023-11-14
VM4389,repair,2022-08-22
VM9538,decommissioned,2025-10-02
VM4823,functional,2024-07-04
VM7464,repair,2020-08-04
VM4011,functional,2025-05-11
VM8925,decommissioned,2025-04-29
VM2101,repair,2024-05-04
VM6039,functional,2025-05-03
VM9794,functional,2025-02-04
VM9706,repair,2023-05-07
VM7567,repair,2022-12-07
VM4439,repair,2022-07-03
VM3161,decommissioned,2025-06-03
VM4844,decommissioned,2023-06-08
VM1936,decommissioned,2023-08-14
VM6740,functional,2022-11-25
VM6448,repair,2020-07-14
VM7768,decommissioned,2023-04-20
VM4804,functional,2024-10-03
VM5714,decommissioned,2025-06-12
VM7207,repair,2025-01-03
VM5201,repair,2025-08-25
VM9545,repair,2023-03-09
VM8060,repair,2021-06-06
VM8429,decommissioned,2024-02-25
VM1920,repair,2022-01-12
VM8403,functional,2024-07-30
VM8447,repair,2020-05-30
VM6945,repair,2020-08-13
VM1595,functional,2024-09-15
VM1744,decommissioned,2024-01-16
VM6978,decommissioned,2024-11-15
VM4406,decommissioned,2022-12-08
VM3690,repair,2025-11-07
VM2113,functional,2021-11-20
VM9585,functional,2025-02-01
VM4387,decommissioned,2021-09-29
VM7115,repair,2024-05-16
VM7742,repair,2020-03-06
VM9588,decommissioned,2022-06-24
VM5517,repair,2021-06-11
VM3330,decommissioned,2025-07-22
VM9503,decommissioned,2023-11-06
VM3480,functional,2021-06-07
VM1278,decommissioned,2020-11-09
VM3844,decommissioned,2020-07-10
VM7040,repair,2022-01-22
VM4848,decommissioned,2024-12-09
VM4954,decommissioned,2020-10-21
VM4061,decommissioned,2020-05-02
VM2476,repair,2024-02-15
VM9187,decommissioned,2020-10-30
VM3482,functional,2020-10-06
VM6004,decommissioned,2024-07-23
VM4032,functional,2025-04-19
VM7441,decommissioned,2023-03-22
VM6067,decommissioned,2020-10-11
VM3593,repair,2021-05-06
VM1024,decommissioned,2025-10-12
VM2315,functional,2023-09-12
VM2872,repair,2020-07-24
VM2668,functional,2023-06-26
VM5481,functional,2025-03-09
VM6065,repair,2023-11-17
VM9833,repair,2025-03-19
VM2062,functional,2021-06-16
VM2928,repair,2024-01-11
VM2473,decommissioned,2020-07-23
VM7871,repair,2025-04-28
VM3417,functional,2023-02-10
VM2336,decommissioned,2020-09-25
VM3478,repair,2023-06-11
VM2732,decommissioned,2024-07-02
VM8245,functional,2022-08-07
VM8250,functional,2024-04-20
VM2782,repair,2020-11-14
VM9533,repair,2024-10-27
VM1269,functional,2021-10-28
VM9382,repair,2020-10-01
VM7472,decommissioned,2020-08-21
VM5205,functional,2025-03-26
VM6873,functional,2021-08-25
VM2709,functional,2024-01-13
VM3212,decommissioned,2024-01-23
VM5936,decommissioned,2021-05-07
VM7750,decommissioned,2020-03-18
VM6632,repair,2022-10-14
VM3814,decommissioned,2021-04-25
VM3529,decommissioned,2021-06-07
VM1980,decommissioned,2025-01-15
VM3218,repair,2022-09-24
VM6170,repair,2025-01-19
VM2074,decommissioned,2024-09-23
VM7392,functional,2021-03-08
VM9747,functional,2021-07-07
VM4859,repair,2022-03-03
VM8286,decommissioned,2021-11-28
VM3509,repair,2024-09-16
VM6204,decommissioned,2025-08-21
VM9892,functional,2022-05-27
VM4203,decommissioned,2022-07-21
VM7600,functional,2020-04-10
VM9128,functional,2024-03-11
VM9856,functional,2023-02-23
VM1701,functional,2024-01-09
VM8264,repair,2023-05-31
VM1034,decommissioned,2021-11-09
VM5639,functional,2023-03-15
VM1695,repair,2022-11-26
VM8155,repair,2020-03-19
VM5728,decommissioned,2020-10-26
VM1765,repair,2020-04-08
VM2327,functional,2025-06-28
VM4063,decommissioned,2023-12-28
VM6878,repair,2021-05-28
VM9509,decommissioned,2025-07-26
VM6217,functional,2025-04-15
VM9403,repair,2022-10-10
VM4701,functional,2020-08-24
VM6326,functional,2025-08-10
VM5363,repair,2024-08-09
VM4294,repair,2021-05-29
VM4931,decommissioned,2021-01-14
VM2611,repair,2024-12-22
VM3828,decommissioned,2022-11-01
VM1259,repair,2023-03-10
VM5605,repair,2021-02-18
VM4912,functional,2023-12-01
VM4057,decommissioned,2024-06-12
VM9989,repair,2023-11-21
VM9695,functional,2024-08-20
VM5313,repair,2020-09-18
VM6547,repair,2021-11-09
VM6147,repair,2024-07-01
VM2218,repair,2024-05-22
VM9886,decommissioned,2025-10-08
VM1931,repair,2023-11-05
VM1754,functional,2020-01-08
VM4591,repair,2021-11-17
VM3714,functional,2022-07-31
VM2268,decommissioned,2022-01-02
VM9785,decommissioned,2023-02-22
VM5943,repair,2021-06-13
VM3538,repair,2022-03-26
VM8951,repair,2024-07-06
VM9037,decommissioned,2025-03-12
VM7016,repair,2022-03-19
VM6428,functional,2025-06-17
VM9156,functional,2021-10-03
VM1271,decommissioned,2020-05-11
VM6983,functional,2023-03-14
VM2207,functional,2023-06-06
VM1099,functional,2021-06-08
VM8121,functional,2024-10-29
VM9099,functional,2020-01-03
VM7676,decommissioned,2022-05-14
VM8377,repair,2022-09-02
VM7101,functional,2023-03-02
VM4850,functional,2024-06-01
VM7936,repair,2024-05-17
VM7036,decommissioned,2024-11-09
VM6523,repair,2020-02-24
VM8619,repair,2021-09-19
VM9815,repair,2021-10-27
VM6811,decommissioned,2024-07-09
VM7089,functional,2020-07-18
VM2707,repair,2024-02-08
VM3207,decommissioned,2021-11-14
VM3339,repair,2020-10-02
VM6833,decommissioned,2020-09-21
VM9973,decommissioned,2024-03-29
VM3836,repair,2020-11-30
VM2912,functional,2020-06-01
VM1827,decommissioned,2020-04-27
VM4023,repair,2023-04-04
VM6348,functional,2021-09-23
VM8973,repair,2024-12-19
VM8153,repair,2020-07-20
VM4847,functional,2022-08-12
VM6023,functional,2023-08-24
VM9295,decommissioned,2024-02-06
VM7197,functional,2021-02-12
VM8185,repair,2025-02-21
VM7754,repair,2022-05-15
VM8918,functional,2025-04-01
VM2454,decommissioned,2025-06-05
VM9460,repair,2025-03-31
VM5288,decommissioned,2022-07-23
VM9543,decommissioned,2021-04-25
VM5133,decommissioned,2024-07-26
VM9936,repair,2021-06-06
VM2729,decommissioned,2025-04-25
VM5417,repair,2022-11-24
VM7505,functional,2025-06-13
VM3688,decommissioned,2024-08-19
VM5886,functional,2020-12-21
VM1745,repair,2023-06-12
VM7420,decommissioned,2022-04-20
VM3437,functional,2020-01-01
VM4548,functional,2024-08-21
VM7351,repair,2024-03-20
VM3600,repair,2022-07-14
VM6823,decommissioned,2025-06-30
VM6169,decommissioned,2025-06-28
VM5455,repair,2020-05-21
VM7232,repair,2023-06-05
VM5546,decommissioned,2024-01-07
VM7070,repair,2020-02-01
VM4230,decommissioned,2023-05-04
VM1912,decommissioned,2021-02-05
VM2883,functional,2024-03-26
VM1418,functional,2021-02-03
VM4602,functional,2022-03-28
VM3880,repair,2025-09-30
VM2823,functional,2021-01-16
VM6034,functional,2021-08-01
VM6551,functional,2024-07-25
VM8526,decommissioned,2020-08-21
VM5228,decommissioned,2024-06-23
VM3695,decommissioned,2022-10-13
VM7801,decommissioned,2024-12-04
VM7696,decommissioned,2025-04-11
VM3241,decommissioned,2020-07-10
VM7467,decommissioned,2025-11-12
VM9944,decommissioned,2023-04-08
VM9845,repair,2021-11-06
VM9795,repair,2021-07-03
VM6460,repair,2020-02-17
VM3219,functional,2020-06-14
VM8307,repair,2020-09-28
VM1411,decommissioned,2022-03-11
VM1166,functional,2022-08-01
VM4795,decommissioned,2022-08-10
VM2118,functional,2025-03-21
VM3641,functional,2024-05-27
VM1887,repair,2025-10-20
VM3337,functional,2022-02-21
VM5075,decommissioned,2025-05-17
VM3275,functional,2024-12-14
VM4618,functional,2024-09-04
VM1533,functional,2025-08-29
VM5030,decommissioned,2024-10-01
VM1851,functional,2024-12-20
VM2364,decommissioned,2021-03-31
VM2486,functional,2023-01-06
VM8249,functional,2021-11-14
VM3644,decommissioned,2021-05-22
VM3955,functional,2022-05-14
VM8356,repair,2023-03-14
VM8698,decommissioned,2020-10-09
VM8194,decommissioned,2024-02-02
VM7921,decommissioned,2023-12-23
VM9668,functional,2024-12-02
VM4891,decommissioned,2020-02-06
VM3229,functional,2025-10-05
VM1983,decommissioned,2023-11-19
VM8217,decommissioned,2025-06-15
VM3489,repair,2025-04-10
VM1157,decommissioned,2021-09-29
VM1041,decommissioned,2021-10-21
VM5616,repair,2023-10-17
VM9969,repair,2021-06-26
VM2411,functional,2022-02-27
VM3947,functional,2023-10-27
VM8463,decommissioned,2021-08-09
VM3834,decommissioned,2023-02-01
VM9276,functional,2024-01-21
VM1282,repair,2020-06-29
VM7569,repair,2022-05-01
VM4630,repair,2021-11-15
VM2263,decommissioned,2020-07-28
VM3969,repair,2023-07-05
VM9462,functional,2022-06-19
VM3367,functional,2024-01-10
VM3809,decommissioned,2025-03-29
VM3841,repair,2023-09-26
VM9164,repair,2023-04-23
VM1772,decommissioned,2021-04-02
VM8910,decommissioned,2025-11-14
VM7310,functional,2021-04-19
VM5528,decommissioned,2023-02-09
VM6019,functional,2023-10-13
VM1902,functional,2022-06-10
VM7035,repair,2022-02-18
VM1621,functional,2025-11-03
VM1963,functional,2025-10-23
VM2353,decommissioned,2021-12-17
VM3910,decommissioned,2023-11-08
VM3632,decommissioned,2022-02-06
VM9321,repair,2023-08-19
VM8444,decommissioned,2021-12-08
VM5002,repair,2025-03-21
VM5571,decommissioned,2025-01-21
VM5236,repair,2021-01-23
VM1208,repair,2020-04-15
VM1305,repair,2024-12-12
VM2032,repair,2025-10-11
VM4012,repair,2021-05-17
VM6462,functional,2022-07-10
VM2255,repair,2024-06-24
VM4923,decommissioned,2024-08-08
VM3747,repair,2022-10-12
VM4937,repair,2020-01-16
VM5779,decommissioned,2021-09-14
VM4659,repair,2024-04-22
VM2789,repair,2025-09-26
VM7259,decommissioned,2020-06-01
VM6384,decommissioned,2022-03-26
VM9227,functional,2024-05-06
VM4574,decommissioned,2024-05-12
VM1566,decommissioned,2020-01-21
VM1489,functional,2025-02-26
VM8696,decommissioned,2021-08-16
VM2974,functional,2024-03-04
VM9757,functional,2021-08-08
VM5322,functional,2023-01-28
VM1604,repair,2024-10-28
VM3686,repair,2023-11-08
VM1245,repair,2021-07-15
VM7711,repair,2020-08-12
VM7884,repair,2025-08-10
VM4728,repair,2020-03-26
VM6190,functional,2025-01-03
VM8510,functional,2021-06-05
VM7111,repair,2021-11-14
VM3469,repair,2025-03-22
VM2624,functional,2020-12-19
VM1103,repair,2024-04-03
VM7325,decommissioned,2024-01-13
VM9631,functional,2020-12-29
VM7952,repair,2022-10-03
VM3790,repair,2020-07-27
VM1105,functional,2025-11-11
VM7669,functional,2024-07-12
VM4423,decommissioned,2023-09-11
VM4119,functional,2020-03-13
VM1966,functional,2022-10-15
VM5305,repair,2022-04-16
VM2033,repair,2025-02-22
VM2687,repair,2025-10-05
VM1900,functional,2020-10-29
VM8515,functional,2020-02-16
VM2350,repair,2021-09-10
VM7217,functional,2021-04-06
VM2946,repair,2022-06-29
VM2942,decommissioned,2023-08-01
VM2989,functional,2023-05-29
VM9427,functional,2022-01-12
VM7619,functional,2023-05-11
VM8259,decommissioned,2020-03-26
VM6467,repair,2025-11-19
VM3431,decommissioned,2020-11-24
VM8578,repair,2021-03-03
VM7496,functional,2022-11-27
VM6775,repair,2021-02-01
VM1000,repair,2023-02-02
VM1696,functional,2022-06-19
VM7837,repair,2024-02-02
VM3899,functional,2021-10-12
VM6571,repair,2023-08-09
VM7413,functional,2022-08-28
VM8211,decommissioned,2024-04-04
VM6092,decommissioned,2022-04-30
VM6968,functional,2025-05-22
VM7732,functional,2024-04-23
VM3084,decommissioned,2022-10-10
VM6766,decommissioned,2025-03-02
VM8395,functional,2020-01-17
VM2815,functional,2022-05-30
VM3998,decommissioned,2022-08-30
VM1897,decommissioned,2020-07-01
VM3500,decommissioned,2024-08-25
VM4800,functional,2024-08-20
VM2874,decommissioned,2023-03-19
VM8531,decommissioned,2022-08-14
VM7301,repair,2025-09-05
VM3912,repair,2024-12-01
VM3164,functional,2025-03-01
VM8822,repair,2023-04-14
VM7529,repair,2023-12-22
VM7288,functional,2023-01-08
VM5877,decommissioned,2020-11-10
VM4906,repair,2025-11-02
VM3003,functional,2025-02-23
VM5515,decommissioned,2022-05-24
VM2947,repair,2022-08-22
VM3904,decommissioned,2022-02-21
VM3421,functional,2022-02-28
VM3057,decommissioned,2024-03-07
VM2344,functional,2020-09-10
VM9681,repair,2023-01-10
VM8614,decommissioned,2024-08-19
VM9273,functional,2020-10-14
VM9745,functional,2020-06-09
VM2537,decommissioned,2025-05-11
VM6965,decommissioned,2022-07-06
VM2703,repair,2025-05-27
VM8439,decommissioned,2021-04-14
VM7363,functional,2023-07-02
VM6373,repair,2025-06-10
VM6084,decommissioned,2022-11-06
VM5579,functional,2021-05-05
VM9593,repair,2025-03-23
VM7216,repair,2024-02-07
VM4874,decommissioned,2025-08-02
VM5649,repair,2025-04-01
VM5485,decommissioned,2023-08-21
VM2503,repair,2020-05-07
VM8788,repair,2024-10-25
VM2763,decommissioned,2024-12-26
VM2197,decommissioned,2020-02-11
VM8988,decommissioned,2020-07-11
VM5500,functional,2022-07-12
VM5839,repair,2021-05-02
VM2653,decommissioned,2023-12-13
VM9667,functional,2025-03-20
VM4895,decommissioned,2022-01-15
VM8182,functional,2021-11-29
VM1115,decommissioned,2022-06-15
VM8885,repair,2021-07-07
VM7042,functional,2024-07-05
VM2893,repair,2024-02-18
VM3601,decommissioned,2023-12-03
VM6508,repair,2021-03-08
VM8682,decommissioned,2025-06-20
VM2935,functional,2024-07-09
VM2414,decommissioned,2020-09-08
VM3940,repair,2021-10-29
VM6245,decommissioned,2024-01-17
VM8448,decommissioned,2024-08-30
VM2842,repair,2023-09-03
VM3526,decommissioned,2023-08-17
VM6585,repair,2023-05-19
VM3168,decommissioned,2020-05-24
VM1520,repair,2025-07-27
VM7761,decommissioned,2022-11-05
VM4466,decommissioned,2024-01-18
VM9477,repair,2025-11-04
VM8288,repair,2025-03-17
VM7796,repair,2020-12-18
VM8246,repair,2025-03-14
VM1393,functional,2020-10-22
VM9033,functional,2023-06-26
VM1721,functional,2020-08-23
VM4397,functional,2021-07-19
VM2871,repair,2022-07-23
VM1328,decommissioned,2023-11-23
VM4866,decommissioned,2021-11-11
VM5549,decommissioned,2024-03-03
VM6975,decommissioned,2025-07-30
VM5001,functional,2021-12-06
VM2196,decommissioned,2022-07-26
VM1431,functional,2024-07-16
VM1135,repair,2024-10-19
VM8208,decommissioned,2022-05-04
VM1035,decommissioned,2021-08-10
VM7017,decommissioned,2022-09-14
VM3729,decommissioned,2023-06-30
VM4467,decommissioned,2021-11-16
VM1258,decommissioned,2025-10-11
VM7885,functional,2021-08-20
VM2337,functional,2024-12-31
VM1057,functional,2025-08-22
VM2342,repair,2021-05-30
VM9211,functional,2023-01-10
VM6989,functional,2023-12-13
VM7582,repair,2023-06-02
VM7841,repair,2024-04-01
VM4975,decommissioned,2020-06-19
VM7636,repair,2024-05-19
VM6982,repair,2024-06-30
VM1797,repair,2024-10-31
VM9704,decommissioned,2023-10-05
VM5380,repair,2021-07-02
VM4269,repair,2024-05-10
VM5314,repair,2024-11-01
VM3552,repair,2024-03-26
VM7082,decommissioned,2024-03-02
VM5040,repair,2022-04-10
VM9249,decommissioned,2021-02-20
VM7855,repair,2020-05-14
VM7791,functional,2020-04-30
VM6322,functional,2021-05-18
VM1242,decommissioned,2021-02-13
VM1160,repair,2024-02-28
VM5568,repair,2021-03-22
VM4638,decommissioned,2023-01-07
VM9071,functional,2022-02-07
VM2304,repair,2022-12-08
VM3580,decommissioned,2021-03-15
VM8817,functional,2022-03-06
VM8381,repair,2022-10-18
VM6704,repair,2020-05-20
VM7328,functional,2023-04-09
VM2070,decommissioned,2020-01-24
VM8338,repair,2025-07-08
VM3823,functional,2020-07-23
VM9310,repair,2024-09-19
VM6123,functional,2025-05-21
VM5734,functional,2020-04-19
VM5993,decommissioned,2025-05-05
VM8375,decommissioned,2025-07-24
VM2108,decommissioned,2024-11-24
VM5025,repair,2021-11-12
VM9965,functional,2025-09-05
VM1830,repair,2021-11-19
VM5520,decommissioned,2023-10-18
VM8393,functional,2022-03-12
VM8163,repair,2020-10-17
VM8364,functional,2024-12-24
VM7651,functional,2021-05-30
VM3248,functional,2021-07-15
VM9329,decommissioned,2020-09-01
VM8043,decommissioned,2022-11-18
VM6134,decommissioned,2021-11-11
VM9481,decommissioned,2025-03-31
VM2192,functional,2022-04-24
VM1078,repair,2024-12-13
VM5626,functional,2023-06-08
VM7724,functional,2024-03-23
VM4239,decommissioned,2020-10-05
VM5492,decommissioned,2022-11-05
VM5238,functional,2023-09-03
VM3765,functional,2022-12-17
VM1622,functional,2025-07-23
VM1771,repair,2023-08-08
VM1167,functional,2020-05-08
VM6302,decommissioned,2020-02-24
VM6702,functional,2025-11-09
VM9195,functional,2024-03-13
VM9281,decommissioned,2025-09-28
VM6250,repair,2024-09-07
VM5125,decommissioned,2020-03-28
VM1944,functional,2024-10-18
VM9294,decommissioned,2025-11-15
VM4078,decommissioned,2024-07-26
VM7245,functional,2021-05-24
VM1528,functional,2020-05-18
VM1324,repair,2020-01-17
VM6900,decommissioned,2021-02-23
VM1773,repair,2022-08-04
VM4589,repair,2020-03-20
VM3451,repair,2023-10-02
VM6588,decommissioned,2022-07-02
VM3923,decommissioned,2024-05-09
VM5108,repair,2020-03-19
VM6717,repair,2024-09-13
VM5415,repair,2022-05-26
VM8564,repair,2021-03-02
VM1892,functional,2020-11-26
VM1004,repair,2022-05-01
VM6589,decommissioned,2020-06-19
VM5742,decommissioned,2022-09-29
VM8690,functional,2020-05-27
VM5964,repair,2023-10-04
VM4260,repair,2021-09-18
VM3216,decommissioned,2021-10-14
VM9302,repair,2024-04-17
VM7969,repair,2022-12-09
VM3867,decommissioned,2025-11-13
VM5179,repair,2022-11-20
VM7528,decommissioned,2021-05-29
VM4932,repair,2021-05-07
VM2644,functional,2020-04-09
VM3996,functional,2021-05-08
VM9390,repair,2023-08-29
VM1094,functional,2021-01-19
VM8689,functional,2020-10-19
VM6207,functional,2023-01-01
VM2841,decommissioned,2024-11-09
VM8023,functional,2025-04-09
VM8969,repair,2025-03-22
VM7142,functional,2020-02-15
VM5613,functional,2022-09-17
VM9074,decommissioned,2021-12-17
VM9840,repair,2021-09-17
VM9012,repair,2023-05-05
VM5552,repair,2024-02-24
VM5092,decommissioned,2025-07-01
VM3922,repair,2025-06-02
VM5136,functional,2024-08-22
VM9926,repair,2020-07-30
VM1032,decommissioned,2024-10-25
VM3578,repair,2024-08-25
VM6367,decommissioned,2020-12-01
VM5835,repair,2024-11-24
VM4675,functional,2023-06-15
VM8242,functional,2023-02-19
VM7313,decommissioned,2023-06-17
VM8670,decommissioned,2021-01-22
VM8659,decommissioned,2023-05-24
VM3540,functional,2021-04-17
VM1882,functional,2021-05-22
VM3441,functional,2023-11-14
VM8126,functional,2022-01-05
VM2387,decommissioned,2021-05-20
VM7785,decommissioned,2022-07-06
VM6350,decommissioned,2025-06-03
VM3246,decommissioned,2025-02-19
VM2269,repair,2025-04-02
VM4059,functional,2024-07-22
VM7804,functional,2022-09-21
VM9547,functional,2020-08-03
VM3702,functional,2024-04-20
VM9241,functional,2021-08-16
VM3254,decommissioned,2025-04-29
VM6120,repair,2023-06-25
VM9431,repair,2023-05-09
VM7976,repair,2021-04-11
VM9425,decommissioned,2025-11-09
VM1984,decommissioned,2022-12-28
VM3739,functional,2021-08-28
VM9732,decommissioned,2023-05-09
VM1955,functional,2021-01-29
VM5019,decommissioned,2025-08-10
VM5193,functional,2025-05-06
VM8162,decommissioned,2023-09-03
VM1800,decommissioned,2021-08-01
VM9857,repair,2024-10-11
VM3427,repair,2021-09-30
VM5953,repair,2024-03-16
VM8849,functional,2021-04-24
VM4995,repair,2024-09-07
VM5991,repair,2021-10-03
VM7843,functional,2021-06-02
VM3883,functional,2023-12-09
VM3348,repair,2025-02-07
VM9879,repair,2025-01-14
VM7007,repair,2021-05-05
VM1893,functional,2024-09-26
VM5537,functional,2023-08-18
VM6606,decommissioned,2020-04-15
VM4752,functional,2021-11-25
VM4042,decommissioned,2025-01-25
VM6805,decommissioned,2024-02-11
VM3089,functional,2023-05-26
VM4594,decommissioned,2021-10-13
VM2626,repair,2022-04-18
VM4731,repair,2022-09-10
VM5497,functional,2022-02-25
VM5689,decommissioned,2024-06-20
VM9508,repair,2021-11-15
VM2754,decommissioned,2020-09-07
VM1768,repair,2024-07-13
VM2981,repair,2020-03-09
VM9148,functional,2020-01-11
VM8221,functional,2024-06-19
VM8852,functional,2021-11-12
VM4957,decommissioned,2021-06-07
VM5384,functional,2023-06-16
VM7803,repair,2024-05-30
VM9116,decommissioned,2022-10-10
VM4854,repair,2022-02-09
VM1171,functional,2023-11-23
VM9876,functional,2020-05-23
VM5504,functional,2022-03-16
VM9314,functional,2021-03-07
VM2107,functional,2024-10-13
VM8764,decommissioned,2025-05-17
VM4523,repair,2024-10-05
VM6786,repair,2022-10-11
VM2270,functional,2020-02-08
VM9435,functional,2021-06-23
VM8011,decommissioned,2022-05-03
VM8066,repair,2020-08-29
VM8344,repair,2021-04-30
VM2051,decommissioned,2020-09-06
VM3092,decommissioned,2021-11-21
VM6259,functional,2022-01-24
VM7242,repair,2025-06-11
VM3120,decommissioned,2023-11-14
VM5489,functional,2020-08-09
VM1304,decommissioned,2025-05-10
VM4677,functional,2022-09-26
VM2023,functional,2022-05-29
VM1525,repair,2021-10-17
VM5795,repair,2021-11-14
VM5038,functional,2021-06-11
VM4794,repair,2021-03-27
VM3624,functional,2023-07-19
VM7494,decommissioned,2021-09-23
VM9366,repair,2020-11-20
VM2109,decommissioned,2022-03-19
VM2663,functional,2022-06-21
VM6021,repair,2024-03-02
VM3971,decommissioned,2024-10-14
VM2072,decommissioned,2020-01-28
VM3393,decommissioned,2023-01-25
VM3639,functional,2023-12-22
VM6640,repair,2025-03-11
VM3985,functional,2022-08-13
VM5975,decommissioned,2025-11-06
VM3399,decommissioned,2022-12-07
VM1857,repair,2020-09-19
VM8013,repair,2023-04-11
VM9228,decommissioned,2024-08-21
VM5745,functional,2023-09-11
VM7447,functional,2020-07-16
VM4539,decommissioned,2021-06-19
VM8810,repair,2023-10-26
VM9504,repair,2023-05-03
VM8672,repair,2022-09-30
VM5957,decommissioned,2021-04-10
VM1826,repair,2023-10-07
VM1957,decommissioned,2025-03-09
VM4284,functional,2023-07-27
VM1565,decommissioned,2024-05-13
VM2646,functional,2021-10-01
VM7060,repair,2023-03-30
VM4130,decommissioned,2020-05-22
VM6602,repair,2025-08-29
VM8891,decommissioned,2022-06-11
VM2757,functional,2020-02-25
VM6960,decommissioned,2020-08-18
VM9803,repair,2021-03-07
VM3821,functional,2022-07-16
VM4240,functional,2025-08-10
